,n,p,q,alpha1,alpha2,beta1,beta2,p0,p1,q0,q1,weight
2232,6343,28777779290699486089652877402240550811986507006160526281339923400518936654152437535057855822426276354516477892910739549302485081932236249824096683794759420606861783673724768148001182343959790534261480303380621913151712999885893002772843128694900887121507442549508260686792020203874416759923521673484937966660231052779791040016,28384792917199505998661455569263396254281428413000407005271844663662647521454265173204551103120622969558431143548459074705096818874621369818517962265041273471005567635415161673592139657639726383656462256095821060045430203308590722395734129417206801267252789698549309233589530139819156717963872692062167160186900243963981525209,377478293562668315480476017946337986702341545108719224987747212366302147645013927895439567394996728965660455256582794357866767810651806185983632335666302648747735438422272244499003544980319711049118895387897198398030522714542099385362509075371045090315786969361225527549967826835143373798317235311422101247164884366727648277235,28580610661484778644816478692498189026809169324322764276972107154121284208604539066699490978194240652873548315561395642745332662628970309026927883502776306497183789207654612951534507435197565448093046045291994025974573246951961828852054821725278702880618682228023157353210258791626335820764742810105810161866649673870743478188,57161221322969557289632957384996378053618338648645528553944214308242568417209078133398981956388481305747096631122791285490665325257940618053855767005552612994367578415309225903069014870395130896186092090583988051949146493903923657704109643450557405761237364456046314706420517583252671641529485620211620323733299347741486956376,59511003241789108541774557456461924436755722072949586156037712811966285297968457811042025444584065736348802657509505653139960241313543463027531504913495609135698476812592187371748942926110627628743322621456282263602478750519012988390747134695104065949201792426489914480524645567577388270269152658272442258736384103220502645,1,5364492454156263056384612379161144241247196103593247245826020608460905211649786114013091503620656992817077874339902647771727884596131787935291595653538751220755004,1,5327738067623023262948382629551722923544309331552528639729072709371568739714987659343902105599720575254939235847997868156857103687863622631246682237581912656685797,377478293562668315480476017946337986702341545108719224987747212366302147645013927895439567394996728965660455256582794357866767810651806185983632335666302648747735438422272244499003544980319711049118895387897198398030522714542099385362509075371045090315786969361225527549967826835143373798317235311422101247164884366727648277235
2233,6346,169,2,52,3,9519,13,1,13,2,1,9519
2234,6349,928556949462989872,833457568422294729,1083035285782169699,29210727689894172,52988260029468028008,154719326540309957,907,31996364,1,912938973,52988260029468028008
2235,6351,117202276,5755201,51943148,1468895,9328952145,25971574,1,10826,1,2399,9328952145
2236,6355,36,5,60,1,1271,6,1,6,5,1,1271
2237,6357,316840000,307425387,3528997433,180189400,1081136400,1665407,1,17800,3,10123,3528997433
2238,6359,4192253445201724788991237235124089447269984029653509880461453673830263549734059650808477394715884102517172911690000,295006130230791876276441517354687938620781416030274134636486756796743458586246203522469981118966434899645210583401,2224176670874565159950749426672038969619021893025968235518195350893413340417349152460785928953931775930693907122600,52441507462832955048871570471204045381317132218142052004278725859882961392337623701680222479553792450532894130931,333475545956154761155774316626386524579795643775165308695208417742995751493874949118984534747482566192938673778590229,1112088335437282579975374713336019484809510946512984117759097675446706670208674576230392964476965887965346953561300,1,2047499315067461698756828681606892832290053698604057851300,1,543144667865562200693801154531810795429602487332354846701,333475545956154761155774316626386524579795643775165308695208417742995751493874949118984534747482566192938673778590229
2239,6365,601996,162409,2725892,31671,10609785,71734,19,178,1,403,10609785
2240,6366,223871819276678837904797442627,188082571746569207457279628898,3955109792332551599956743918485,83771900132782117032530666279,1005262801593385404390367995348,3727718937165458623898910385,3,273173827001953,2,306661516779143,3955109792332551599956743918485
2241,6367,776069433060235100734969091569126670911229603241776322867336872028875839821785517208775127089559847161823022530103883676957494418908090594888185799576703770859275680923684992367596390976,282449101233682947140945246111739229035636748958654382236376570548166458090034680137048036827349353387394595207767637795675996472718829298130922628313283213234929571971842870407607507249,936376236056420379626035081185597797300596636142285621933908262714534805412495036051487336563663442410421491762501595431156726927519051108388266396195597332292359006080996002378481337936,9058959713044837961613857141055205123446196707679095376866846559560803650906853224266811420764692779707715239595620575376284478356258615734241825244314694758184170430183485315362122785,57678396492956483301595428417098491020981934437792800264511212044723636845323934478906788316008798928399022930505316203420803273694298606379917701330551661525358613128978251002910635772095,468188118028210189813017540592798898650298318071142810966954131357267402706247518025743668281831721205210745881250797715578363463759525554194133198097798666146179503040498001189240668968,1,880948030850989019188105103538510412934112165059482881319562731472035617960930929423663555176,1,531459406948153423256893426849964845613866098931203023288638987011584017815510672535755395193,57678396492956483301595428417098491020981934437792800264511212044723636845323934478906788316008798928399022930505316203420803273694298606379917701330551661525358613128978251002910635772095
2242,6373,141927683027833357011803084504307268167175495772695181791804401138281364152778632778640722496958882228648808945204508412777448469435994813502667014425872428203293163573055793027206121637190016429811838129234147692187285362338510683621449715724546378388056815680105126108512747278496633540927137935366170788325,16142425753572815260216469064012906365650789714767657122045307134250261856050030241136379942774578468559496297186797906836727281669000628365949055779679910109515565528107896100516646867527264759502535100785976497269366866563352667004861845865622378404697451044619484837813059713056057968474594858174057747684,7642226588336470834273687967359286379315537992481833913957513254087659424665817281170336881880550965041738125169510001454681354286387108371406649075936056376243225758537630172842557952895304376938889588926232345905520281499053248713775870232536376014899384007019423529666865485353870512260811889278958875165660,141006699487788614326065482881181637043853849406299994653914102287824043932310154683789807338339578688114159161366343872387631574575768566476731222716199089961609370396889828285946582820603183968825335385867737937054191752037252352126458151403820876016607800906956785568045915819231183868788273040390391564637,141006699487788614326065482881181637043853849406299994653914102287824043932310154683789807338339578688114159161366343872387631574575768566476731222716199089961609370396889828285946582820603183968825335385867737937054191752037252352126458151403820876016607800906956785568045915819231183868788273040390391564637,599578423688723586558425228884299888538799465909448761490468637540221200742650029905094687108155575477933322232034363836080445181734434989126521973633771879510687726230788496221760391722525057032707483832279330449201340145853856010809341772519721953153882316571428175872184645014425742371003600288636346710,6373,149231875548478301919414893438125257056447071825782193209436358811452789395786806477102363218693962356240375571001877406564667172186566021901746442082945,1,4017763775232786786371266859274702447093869535229372905673979983528953178704745566419750673268232379383481513439014510364419806785865287372058781325998678,7642226588336470834273687967359286379315537992481833913957513254087659424665817281170336881880550965041738125169510001454681354286387108371406649075936056376243225758537630172842557952895304376938889588926232345905520281499053248713775870232536376014899384007019423529666865485353870512260811889278958875165660
2243,6374,79096548516610260529538,1803403487801063505889,33780821951856764104516,1400727289136519923623,4464117870478088996586501,8445205487964191026129,2,198867479137,1,42466498417,4464117870478088996586501
2244,6382,9759495150342433596880851978305615420643489672343177430782470823781632973125486466672150849101751258901606257557032710926081036408120897800,27240960379905685218348499802796266516042017277604308032834100019682393931892060934675899296384691727344560375539935730292816312090365921,1458377237119010747462752159935032453072115703242425743787002990656762526279599546997523052775687398786068230001542004994900949547677718520,172767583458132349720072891102690123654528066918152699613997200354484047237727553976586789093559764914957613032171685198435967597327721643,551301358814900327956752595508684184581599061535825264468265066331158594735588624739288443997549209843629743185659847468209172603072759762813,364594309279752686865688039983758113268028925810606435946750747664190631569899886749380763193921849696517057500385501248725237386919429630,2,2209015069023119361853454944507736339637151847425696659058181190999330,1,165048357701328507397643541868731581144859901003276063749628486688911,551301358814900327956752595508684184581599061535825264468265066331158594735588624739288443997549209843629743185659847468209172603072759762813
